loss_act,loss_q,loss_q2,loss_ent,reward
-0.2495304942131042,0.4412783682346344,0.4101330041885376,1.129297971725464,0.5774213428813204
-0.0560556277632713,0.0080391392111778,0.0012893663952127,1.3318032026290894,0.0
-0.153663083910942,0.6392077803611755,0.695144772529602,0.3500058650970459,0.996880468260282
0.0749989226460456,0.0028746812604367,0.0032096975483,1.0622421503067017,0.0
-0.4001505076885223,0.1758654415607452,0.1584273278713226,0.2343575954437255,0.0
0.0400515124201774,0.0008754886803217,0.0027879890985786,0.3329685926437378,0.0
-0.4706034064292907,0.2435817569494247,0.261822760105133,-0.2668613195419311,0.0
-0.0703339055180549,0.061296597123146,0.0707307457923889,-0.0383785963058471,0.3330195565194382
-0.3110967576503753,0.2624503374099731,0.2506378889083862,0.1711212396621704,0.8089990058007451
-0.0056524304673075,0.0006717203068546,0.0008063812274485,0.0841485261917114,0.0
-0.1498027890920639,0.0352653339505195,0.0355873219668865,-0.0071120262145996,0.3213421775063949
-0.0585271529853343,0.1657608598470688,0.1630801856517791,0.3553664684295654,0.4745939373015805
-0.3641436398029327,0.1680226325988769,0.1426628530025482,0.770527184009552,0.0
-0.1553007364273071,0.0014706734800711,0.0042413687333464,0.3151224851608276,0.338685741363094
-0.3128025531768799,0.1023264825344085,0.0933491885662078,-0.2395501136779785,0.0
-0.384265273809433,0.085098385810852,0.0901881828904151,-0.3935999870300293,0.6688731663312748
-0.2235990911722183,0.0576452761888504,0.072363756597042,-0.3694146871566772,0.0
-0.2114263921976089,0.0427908636629581,0.0444751754403114,0.0777509212493896,0.0
-0.4772298634052276,0.2814177870750427,0.2670494019985199,-0.2904237508773803,0.9961433839426792
-0.3805885910987854,0.1261860877275467,0.1317769736051559,-0.2792930603027344,0.0
0.0929028689861297,0.0195420235395431,0.0252095963805913,0.1276972293853759,0.1153738927937997
-0.1543765217065811,0.0253553725779056,0.0257077440619468,-0.2172079086303711,0.0
0.0168883893638849,0.0093919103965163,0.0087087750434875,-0.0157200098037719,0.0196783315742334
-0.0901473313570022,0.0136456210166215,0.0132811469957232,-0.3209543228149414,0.0
0.0037971644196659,1.7093384485633578e-06,0.0009066594066098,0.061779499053955,0.0252908123872729
-0.2212355285882949,0.0552986674010753,0.0682953968644142,-0.1096410751342773,0.0
-0.2219793945550918,0.0530906952917575,0.0526958592236042,-0.0429925918579101,0.0
-0.0310812648385763,0.1436318159103393,0.1623428016901016,0.0155760049819946,0.439721305649248
0.0473449639976024,0.0129767162725329,0.003466451074928,0.0319856405258178,0.089215631300359
-0.1076349392533302,0.0391008965671062,0.0146051254123449,-0.6070653200149536,0.0
-0.1143335402011871,0.0081838946789503,0.0205446779727935,-0.0886645317077636,0.0
-0.0880251973867416,0.0116304233670234,0.0082805817946791,-0.9338270425796508,0.0
0.0225472170859575,0.000166646001162,0.0005091583589091,-0.6220916509628296,0.0
-0.4172787368297577,0.2192031145095825,0.1945080310106277,-0.2792870998382568,0.0
-0.21082104742527,0.0529551208019256,0.0513889901340007,-0.056752324104309,0.0
-0.1198559701442718,0.5776950120925903,0.5691707134246826,0.0260692834854125,0.8815146908573057
-0.1304697841405868,0.0178735572844743,0.019818665459752,-0.1291649341583252,0.0
-0.0666693449020385,0.0052407528273761,0.0048689739778637,0.2249459028244018,0.0
-0.0937618762254715,0.0250443741679191,0.0154180089011788,0.4034355878829956,0.2479182932694162
-0.0259069819003343,0.0023922005202621,0.0006315446225926,0.2518357038497925,0.0
-0.2173392176628112,0.2256657034158706,0.2125332206487655,0.0346417427062988,0.6380518151954062
-0.0221688169986009,0.0340420939028263,0.040809329599142,0.0546059608459472,0.2298234826997982
-0.0305019542574882,0.0020656113047152,0.0013448192039504,-0.1323261260986328,0.0
-0.3828186690807342,0.1527414321899414,0.1528682261705398,-0.7045289278030396,0.0
-0.3667849004268646,0.1381229311227798,0.1339889615774154,-0.5651243925094604,0.0
-0.2624241411685943,0.069166861474514,0.0730192437767982,-0.4996390342712402,0.0
-0.1978941559791565,0.0454113110899925,0.045123029500246,-0.5660992860794067,0.0
-0.0055208783596754,0.0001346510834991,0.000104009763163,-0.4280544519424438,0.0
-0.3195012807846069,0.1122974008321762,0.1089558377861976,-0.3536925315856933,0.0
-0.206243023276329,0.072903111577034,0.0718317702412605,-0.4677392244338989,0.4783636870519983
0.0366081520915031,0.0003159431798849,0.0008468228625133,0.1009901762008667,0.0
-0.0516047328710556,0.0040695872157812,0.0046884114854037,-0.0671440362930297,0.0
-0.3449472784996032,0.1031316369771957,0.1087236851453781,-0.303888201713562,0.0
-0.3907737731933594,0.1859567463397979,0.1778045743703842,-0.9059239625930786,0.0
-0.0772467330098152,0.0961766242980957,0.089060939848423,-0.4389708042144775,0.4107383412120009
-0.1831720322370529,0.0575493462383747,0.0582900270819664,-0.6565276384353638,0.425258187729576
-0.248880997300148,0.0669021531939506,0.0674618184566497,-0.5958720445632935,0.0
-0.1042585372924804,0.0137843461707234,0.0146841006353497,-0.6111539602279663,0.0
-0.034296128898859,0.0007137050270102,0.0007769707008264,-0.052113652229309,0.0
-0.2757558226585388,0.0790732204914093,0.0874592065811157,-0.5896762609481812,0.0
-0.0209212601184844,0.0006416559917852,0.000930591719225,-0.2597836256027221,0.0
-0.3472304940223694,0.0495120026171207,0.0542825348675251,-0.4164196252822876,0.5801046831600192
-0.4329831600189209,0.101365216076374,0.0957120507955551,-0.5574531555175781,0.7569137115121416
-0.7135627865791321,0.0636074021458625,0.0651092305779457,-0.41474449634552,0.9484476526788548
-0.0503992885351181,1.3941754332336131e-05,2.4910030333558097e-05,-0.947701334953308,0.0691162143833659
-0.0126624330878257,0.090131014585495,0.084750048816204,-0.1579368114471435,-0.2659300661125701
-0.0067358226515352,0.000261590554146,0.0003034107503481,-0.3398069143295288,0.0
0.0091515257954597,1.5828922187210992e-05,6.145973020466045e-05,-0.6994038820266724,0.0
-0.0427889786660671,0.004877152852714,0.0012630724813789,-0.3367635011672973,0.0
-0.0699495896697044,0.0096978936344385,0.011925196275115,-1.017250895500183,0.1951751990227477
-0.0719620212912559,0.006709998473525,0.0075926566496491,-0.7427958250045776,0.0
-0.1394172459840774,0.0493014305830001,0.0517613589763641,-0.6573923826217651,0.3608141147144251
-0.4037019610404968,0.0348676033318042,0.0498493313789367,-1.0241130590438845,0.6055939876181199
7.498450577259064e-05,0.001112402533181,5.474661156767979e-05,-0.408399224281311,0.0
-0.0999864488840103,0.0125248655676841,0.009176499210298,-0.5385756492614746,0.0
-0.1975405216217041,0.0061816037632524,0.004145021084696,-0.4656084775924682,0.2825382506753426
-0.1741881072521209,0.0324306525290012,0.0307471081614494,-0.6239017248153687,0.0
-0.2085030227899551,0.2916770875453949,0.301192432641983,-0.8168586492538452,0.7556021084390016
-0.0281227324157953,0.0027823925483971,0.0015989533858373,-0.3267371654510498,0.0
-0.295947790145874,0.0951370894908905,0.1182454377412796,-0.7813135385513306,0.0
0.0084193721413612,0.0010265907039865,5.317100658430718e-06,-0.2785106897354126,0.0
-0.1248372346162796,0.0174286924302577,0.0242454223334789,-0.6805063486099243,0.0
-0.0764589682221412,0.0073434771038591,0.0125590190291404,-0.5502700805664062,0.0
-0.2196802049875259,0.0482214726507663,0.0619181804358959,-0.5986465215682983,0.0
0.0014498741365969,0.0011260895989835,0.0013525678077712,-0.2088385820388794,-0.0224056895255571
-0.1101044118404388,0.0120716234669089,0.0150530403479933,-0.2445966005325317,0.0
-0.2885090410709381,0.3784521818161011,0.3810962736606598,-0.5751310586929321,0.8969259052066711
-0.3429115116596222,0.0007085704710334,0.0013070213608443,-0.5679837465286255,0.3817390856089366
-0.0364638306200504,0.0014205703046172,0.0026774043217301,-0.3388662338256836,0.0
0.0306472815573215,0.0004148066509515,0.0002629606169648,-0.5070205926895142,0.0
-0.03329349309206,0.1803888231515884,0.1768575757741928,-0.3985680341720581,0.4494397508999138
-0.1641118377447128,0.0276747401803731,0.0334383249282836,-0.4354827404022217,0.0
-0.4198984205722809,0.2491360604763031,0.2245925813913345,-0.527045488357544,0.9124791958341872
-0.2522456645965576,0.0719675347208976,0.0681326910853385,-0.818099856376648,0.0
-0.0442803986370563,0.0031838619615882,0.0014245843049138,0.3344250917434692,0.0
-0.5224428176879883,0.148168683052063,0.150519773364067,-0.3676892518997192,0.8923645698169572
-0.6613664627075195,0.0101263942196965,0.025855254381895,-1.0932179689407349,0.8284925267427267
-0.4526182413101196,0.1330386251211166,0.1532893776893615,-0.4536213874816894,0.8371144061832893
-0.2929609417915344,0.0074258986860513,0.0070681301876902,-0.4789081811904907,0.3846745866387377
-0.2211758643388748,0.0049891714006662,0.0086610987782478,-0.5793600082397461,0.1625204374252288
-0.4507404267787933,0.232320949435234,0.2204017341136932,-0.8029588460922241,0.9112509627138662
-0.4028287827968597,0.002744041616097,0.0050640874542295,-0.8333064317703247,0.4864939420826043
-0.1838917881250381,0.0357113853096962,0.040859967470169,-0.4655283689498901,0.0
-0.3066852986812591,0.2709864675998688,0.2499410808086395,-0.0658894777297973,0.8269950937901182
-0.1567887216806411,0.0293004680424928,0.0286933481693267,-0.424452543258667,0.0
-0.2762317657470703,0.0804907903075218,0.0835679173469543,-0.6088467836380005,0.0
-0.0453085377812385,0.0451479256153106,0.0503618791699409,-0.5027616024017334,0.276144690750624
-0.0263573620468378,0.0014063045382499,0.0010941765503957,-0.0057501792907714,0.0
-0.4860782027244568,0.1449761390686035,0.1407948732376098,-0.1551533937454223,0.1182557340859906
-0.432278037071228,0.0843904316425323,0.09138935059309,-1.177493453025818,0.1704132502230413
-0.1547333747148513,0.1454202681779861,0.1582847237586975,0.0342156887054443,0.545731454523199
-0.1193155422806739,0.1323062181472778,0.1339668035507202,-0.4867573976516723,0.495595135441203
0.0073880641721189,3.0436778615694493e-05,0.0002872284385375,0.3469499349594116,0.0
-0.0146385002881288,2.565250554198429e-07,0.0001993596524698,0.1709663867950439,0.0
-0.2978895604610443,0.1696663796901703,0.1888085901737213,-0.2188270092010498,-0.0965821403704532
0.0088078314438462,0.0001893499138532,0.0001616358640603,-0.7508577108383179,0.0
-0.0251210369169712,0.0844861045479774,0.0912627354264259,-0.5598989725112915,0.3477990791541768
-0.2210237830877304,0.076491042971611,0.0819426625967025,-0.3146200180053711,0.5024671565958555
-0.2334352284669876,0.0864352434873581,0.0779860392212867,0.0882618427276611,0.0
-0.0528528466820716,0.0022425753995776,0.0017238720320165,0.4559383392333984,0.0408361172189808
-0.4884841740131378,0.0197300110012292,0.0417268574237823,-0.739141583442688,0.3694025428109756
-0.0145731549710035,0.03402029722929,0.0508973710238933,0.6104508638381958,0.235530168211725
-0.2629140615463257,0.0018583652563393,0.0003094810235779,0.007836103439331,0.2801136254578512
-0.1870864033699035,0.0002288117975695,3.816721073235385e-05,0.5122920274734497,0.2263468965477245
-0.0463651455938816,0.0027388501912355,0.0017359171761199,0.4892481565475464,-0.054326615439194
-0.1341166496276855,0.0181601904332637,0.0159582756459712,0.5315827131271362,0.0151678183277059
-0.0829279124736785,0.0608396455645561,0.0536865890026092,-0.8191343545913696,0.3152272086750186
-0.0304554589092731,0.0023745400831103,0.0013328558998182,-0.3954421281814575,0.0
-0.3868770599365234,0.0569554902613163,0.0669099688529968,-0.2165359258651733,0.1532090455394087
-0.0332480631768703,0.0023749771062284,0.0013062532525509,-0.1937421560287475,0.0
-0.09905456751585,0.0038359358441084,0.0029509547166526,0.0937027931213378,0.1510085531711831
-0.0644422173500061,0.0044767763465642,0.0014880904927849,0.1364284753799438,0.09399025167557
0.0223364513367414,0.0027700325008481,0.001520307152532,-0.1318856477737426,0.1066279174190625
-0.0529936179518699,0.0088784908875823,0.0055725430138409,-0.673092246055603,0.0
-0.0677717104554176,0.0608403012156486,0.0856868922710418,-0.8148442506790161,0.3582813537192509
-0.3736413419246673,0.1264071017503738,0.1145362257957458,-0.5616710186004639,0.7343572745205088
-0.2702541053295135,0.1456269770860672,0.1391170173883438,-0.4101790189743042,0.643497414335163
-0.3845638632774353,0.0200241301208734,0.0234690904617309,-0.3983441591262817,0.5526448636920733
0.0367544591426849,0.0003765760047826,8.34919333669859e-09,-0.7712825536727905,0.0
-0.0163393896073102,0.0025456945877522,0.0068097226321697,-0.3185486793518066,0.1031784142429025
-0.2673079371452331,0.0049416101537644,0.0079342760145664,-0.2579470872879028,0.201009456448611
-0.2301181256771087,0.0012025128817185,0.0011444458505138,-0.5410346984863281,0.2086999225911988
-0.018217746168375,0.0005949735641479,0.0003905641788151,-0.2040261030197143,0.0
-0.0114225102588534,0.0008042713161557,0.0003685950359795,-0.2372211217880249,0.0
-0.5715484619140625,0.0284653753042221,0.0334157720208168,-0.7004908323287964,0.7569693834313751
-0.2124989926815033,0.1255001425743103,0.1266701072454452,-0.2535440921783447,0.564057206664954
-0.2771030366420746,0.0777777284383773,0.0784282237291336,-0.3733071088790893,0.0
-0.0974760502576828,0.0769223347306251,0.0934572294354438,-0.384499192237854,0.4038863185730396
-0.5734162926673889,0.0174331124871969,0.0178227294236421,-0.7927039861679077,0.4379001446988266
-0.6790664792060852,0.0017802539514377,0.0010713181691244,-1.325395941734314,0.7280132666575496
-0.3347374498844147,0.0460995137691497,0.0503067038953304,-0.7397502660751343,0.5595264083303977
-0.4467989206314087,0.1273326277732849,0.1238811910152435,-0.7441474199295044,0.7840220482671408
-0.0654548555612564,0.0035004108212888,0.0072068674489855,-0.3745883703231811,0.0
-0.4198768734931946,0.0454715006053447,0.0490497536957263,-0.5725131034851074,0.6467700542236916
-0.0171912088990211,0.0005318232579156,0.0007895214948803,-0.2959648370742798,0.0
-0.0124899009242653,0.0004281029978301,0.0006754585774615,-0.065162181854248,0.0
-0.0034886724315583,0.0001520381629234,0.0005021325196139,-0.1348688602447509,0.0
-0.1052036881446838,0.0081222848966717,0.0077610495500266,-0.3760207891464233,0.0240705637192742
-0.0247693844139575,0.0009685275726951,0.001462354324758,-0.4002531766891479,0.0
-0.0007164948619902,7.656061825400684e-06,9.320039680460468e-06,-0.2141296863555908,0.006863773554124
-0.0497873574495315,0.0036435998044908,0.0041316514834761,-0.4065030813217163,0.0
0.0378737188875675,0.0009047480416484,1.854330184869468e-05,-0.050587773323059,0.0
-0.0871112793684005,0.0609984062612056,0.0629248991608619,-0.1534184217453003,0.3319579018806595
-0.0500660501420497,0.0014415205223485,0.0016366738127544,-0.2900648117065429,0.0
-0.0253325402736663,0.0010384344495832,0.0008640152518637,-0.3528043031692505,0.0
-0.3531031608581543,0.2230212241411209,0.2179884761571884,-0.7355715036392212,0.8326856350589558
-0.2496617883443832,0.3226629495620727,0.3289953470230102,-0.4081096649169922,0.824071984778368
-0.1585160195827484,5.195898120291531e-05,4.316584181651706e-06,-0.6320894956588745,0.1695686206408811
-0.3786093890666961,0.0531427711248397,0.0552494935691356,-0.6067072153091431,0.6227248418989911
-0.0378555171191692,0.0021380798425525,0.0022526641841977,-0.5322741270065308,0.0
-0.2925940752029419,0.0080390656366944,0.0087417708709836,-0.8655649423599243,0.2141582558034838
-0.0176188796758651,0.0010615471983328,0.0014022400137037,-0.5268881320953369,0.0
-0.2271771728992462,0.0386344604194164,0.0379480645060539,-0.5992716550827026,0.0429200414030617
-0.0055876933038234,2.3808110199752264e-05,2.484559445292689e-06,-0.8516653776168823,0.0
-0.3172656595706939,0.1012134402990341,0.108744204044342,-0.7470778226852417,0.0
0.0042309784330427,6.397570541594177e-05,1.2618351320270447e-05,-0.8825136423110962,0.0
-0.0723611414432525,0.0076164025813341,0.0071494751609861,-0.8152729272842407,0.0
-0.5691590905189514,0.0032640593126416,0.0033951124642044,-0.4479521512985229,0.5131585487742739
-0.4559713304042816,0.0005866844439879,0.0006204592646099,-0.6029413938522339,0.4782656869798681
-0.01388337649405,0.0014778297627344,0.0007132600294426,-0.6878629922866821,0.0
0.0159218497574329,1.262150180991739e-05,4.001447450718842e-05,-0.9364358186721802,0.0
0.0217285044491291,3.921923052985221e-05,7.759322215861175e-06,-0.8130592107772827,0.0
-0.4038248658180237,0.14578478038311,0.1480355560779571,-0.3653821945190429,0.0274313355473199
0.0105719398707151,1.4301583178166766e-05,0.0001321348536293,-0.8035825490951538,0.0
-0.401626318693161,0.04039241746068,0.038422480225563,-0.5809272527694702,0.2186819168729424
-0.0019264239817857,0.0001579897652845,0.0002655259741004,-0.8562237024307251,0.0
0.0174954943358898,2.946004315163009e-05,1.045965291268658e-06,-0.5701261758804321,0.0
-0.4447842836380005,0.2114821225404739,0.2123263329267501,-0.6962763071060181,0.0
-0.1059866100549697,0.0128468638285994,0.0136343520134687,-0.401436448097229,0.0
-0.0198875069618225,0.0019111119909211,0.0005466747679747,-0.0595408678054809,0.0
-0.2255656123161316,0.0009635619353502,0.0013917117612436,-0.8976837396621704,0.2544222203106022
-0.0890399292111396,0.0114222839474678,0.0086459210142493,-1.0411754846572876,0.0
-0.0016678338870406,4.413010537973605e-05,0.0001598012313479,-0.7009168863296509,0.0
-0.0402164757251739,0.0924057215452194,0.0921087712049484,-0.5006710290908813,0.3499325752006792
0.0056954468600451,0.0001844025973696,5.764684374298668e-06,-0.4096319675445556,0.0
-0.0673281401395797,0.0384553484618663,0.0481712892651557,-0.5761703252792358,0.2936145122115458
-0.0534203462302684,0.0020164181478321,0.0007682192954234,-0.0931259393692016,0.0
-0.1347600817680359,0.1106390580534935,0.0839096009731292,-0.413094162940979,-0.1442345150383579
-0.0432722382247448,0.031999010592699,0.0133414519950747,-0.1668894290924072,0.2173913349915938
-0.0272044632583856,0.0034296666271984,0.0050533036701381,0.0294622182846069,0.0
-0.4846121966838836,0.0322004966437816,0.0273780152201652,-0.7015722990036011,0.6718529316201154
0.0154258469119668,0.0001269462663913,0.0002432854962535,-0.0633237361907959,0.0
-0.3758358359336853,0.0682630836963653,0.0653179138898849,-0.3792458772659302,0.6396559647160612
-0.4291724860668182,0.036905325949192,0.041798148304224,-0.6601260900497437,0.2569875911700784
-0.2997396886348724,0.0105639332905411,0.0112486854195594,-0.8476170301437378,0.2037512670099169
-0.301173061132431,0.0576994977891445,0.05288602784276,-0.4509795904159546,0.5211021056352516
0.0304787717759609,0.0002770473947748,0.0003815124509856,-0.5739108324050903,0.009027155185985
-0.3124222159385681,0.0330472104251384,0.0368063561618328,-0.0727653503417968,0.5263649148445873
-0.3074226975440979,0.0808926746249198,0.0789596363902092,-0.500464916229248,0.0405051839175681
-0.3110615015029907,0.0267712585628032,0.027801850810647,-0.3860785961151123,0.1656188113358044
-0.0811168327927589,0.004976631142199,0.0080010881647467,-0.3636956214904785,0.1644807810441229
-0.4497296512126922,0.0010288526536896,0.0033016458619385,-0.4133355617523193,0.4222121510583123
-0.1743947863578796,0.0035496393684297,0.006201081443578,0.052239179611206,0.2706794147054484
-0.4733196794986725,0.145043283700943,0.1281410008668899,-0.2400113344192505,0.1038570640698018
-0.2441799193620681,0.0049187671393156,0.0046334266662597,-0.1191180944442749,0.1903861713999839
-0.0987171232700347,0.0097481068223714,0.0103137427940964,-0.4935919046401977,0.0
-0.3414703905582428,0.0302225071936845,0.0313983261585235,-0.079793095588684,0.182802591666501
-0.3595196902751922,0.0287388060241937,0.0303026475012302,-0.2351865768432617,0.1920855688969364
-0.2711889445781708,0.0632899180054664,0.0739494934678077,-0.1722770929336547,0.0
-0.2899527549743652,0.0927302241325378,0.0967573300004005,-0.269088864326477,0.0
-0.3154301643371582,0.0021967822685837,0.0037415479309856,-0.2716069221496582,0.3820703132874871
-0.4200070798397064,0.0410111322999,0.033276867121458,-0.2913459539413452,0.6245640368356777
0.0271979756653308,0.0007158949156291,0.0003908623184543,-0.3288353681564331,0.0
-0.1324129849672317,0.0297569241374731,0.0342845954000949,-0.387393593788147,-0.0278179864671229
-0.0035694856196641,0.0143761504441499,0.0183597821742296,-0.2304818630218505,-0.1422439999194298
0.1531243324279785,0.0063951821066439,5.260335001366912e-06,0.1439697742462158,-0.1704829501100346
-0.0681377053260803,0.016143200919032,0.0156637448817491,-0.1891708374023437,0.1991113987938675
0.0144559293985366,3.594223301206512e-07,0.0001309211511397,-0.1365059614181518,0.0
-0.0734825804829597,0.0022202336695045,0.0032375517766922,-0.241735577583313,0.0264139332317976
-0.038436971604824,0.0020958930253982,0.0036134412512183,-0.3074784278869629,0.0
-0.0380736552178859,0.0210759732872247,0.0211110804229974,-0.0478986501693725,0.1820037295689295
-0.2560866177082062,0.1706727892160415,0.1679693311452865,-0.2843208312988281,0.6323768951016016
-0.3410017788410187,0.0297811105847358,0.0295740328729152,-0.3244396448135376,0.5186837562644039
-0.3790397047996521,0.0287508312612772,0.0257575679570436,-0.508576512336731,0.234125051536739
0.0446736961603164,0.0013229298638179,2.8874144845758565e-05,-0.2989760637283325,0.0
-0.482688158750534,0.030662378296256,0.0321130231022834,-0.7799333333969116,0.3102552975985297
-0.3104999959468841,0.0114109935238957,0.0126521354541182,-0.7186664342880249,0.4158264698921995
-0.4062522351741791,0.0167439319193363,0.0154094286262989,-0.8525882959365845,0.531247073983012
-0.0520666539669036,0.0029653061646968,0.0054461173713207,-0.7212196588516235,0.0
-0.1146162524819374,0.029828991740942,0.0272793918848037,-0.5365499258041382,-0.0476028047970994
0.0092789260670542,1.9066275854129344e-05,0.000363711907994,-0.7364979982376099,0.0
-0.2386583685874939,0.0785370618104934,0.0749495401978492,-0.8470355272293091,-0.0151271145839061
0.0274322815239429,0.0005494114011526,3.919837763532996e-05,-0.6127697229385376,0.0
-0.3922461271286011,0.0024032869841903,0.0059398259036242,-0.7009149789810181,0.3453904865433135
-0.3136867880821228,0.0636628493666648,0.0535953044891357,-0.7901910543441772,0.0956647566944595
-0.3271733224391937,0.0656644403934478,0.0755734145641326,-0.6488531827926636,0.6137807244327983
-0.4475906491279602,0.0488812252879142,0.0506239049136638,-0.7247852087020874,0.2421851053751732
-0.0258467365056276,0.012108857743442,0.005968905519694,-0.1796540021896362,-0.0656531029962693
0.0142693519592285,3.1582087103743106e-05,2.9574355721706524e-05,-0.1756062507629394,0.0
